Disease	N	Case/Control Ratio	r^2	P threshold	EffectSize	Power
HF	36788	9.694186047	0.0275	0.01	0.577639484342174	0.997225573981956
HF	36788	9.694186047	0.0275	0.01	0.578639484342174	0.9973035261272
HF	36788	9.694186047	0.0275	0.01	0.579639484342174	0.997379495303843
HF	36788	9.694186047	0.0275	0.01	0.580639484342174	0.99745352560657
HF	36788	9.694186047	0.0275	0.01	0.581639484342174	0.997525660332963
HF	36788	9.694186047	0.0275	0.01	0.582639484342174	0.99759594199288
HF	36788	9.694186047	0.0275	0.01	0.583639484342174	0.997664412317861
HF	36788	9.694186047	0.0275	0.01	0.584639484342174	0.997731112270562
HF	36788	9.694186047	0.0275	0.01	0.585639484342174	0.997796082054197
HF	36788	9.694186047	0.0275	0.01	0.586639484342174	0.997859361122001
HF	36788	9.694186047	0.0275	0.01	0.587639484342174	0.997920988186699
HF	36788	9.694186047	0.0275	0.01	0.588639484342174	0.997981001229975
HF	36788	9.694186047	0.0275	0.01	0.589639484342174	0.998039437511946
HF	36788	9.694186047	0.0275	0.01	0.590639484342174	0.998096333580633
HF	36788	9.694186047	0.0275	0.01	0.591639484342174	0.998151725281421
HF	36788	9.694186047	0.0275	0.01	0.592639484342174	0.998205647766506
HF	36788	9.694186047	0.0275	0.01	0.593639484342174	0.998258135504333
HF	36788	9.694186047	0.0275	0.01	0.594639484342174	0.998309222289009
HF	36788	9.694186047	0.0275	0.01	0.595639484342174	0.998358941249697
HF	36788	9.694186047	0.0275	0.01	0.596639484342174	0.998407324859985
HF	36788	9.694186047	0.0275	0.01	0.597639484342174	0.998454404947221
HF	36788	9.694186047	0.0275	0.01	0.598639484342174	0.998500212701823
HF	36788	9.694186047	0.0275	0.01	0.599639484342174	0.998544778686546
HF	36788	9.694186047	0.0275	0.01	0.600639484342174	0.99858813284572
HF	36788	9.694186047	0.0275	0.01	0.601639484342174	0.998630304514437
HF	36788	9.694186047	0.0275	0.01	0.602639484342174	0.998671322427705
HF	36788	9.694186047	0.0275	0.01	0.603639484342174	0.998711214729541
HF	36788	9.694186047	0.0275	0.01	0.604639484342174	0.998750008982033
HF	36788	9.694186047	0.0275	0.01	0.605639484342174	0.998787732174334
HF	36788	9.694186047	0.0275	0.01	0.606639484342174	0.998824410731611
HF	36788	9.694186047	0.0275	0.01	0.607639484342174	0.998860070523937
HF	36788	9.694186047	0.0275	0.01	0.608639484342174	0.998894736875123
HF	36788	9.694186047	0.0275	0.01	0.609639484342174	0.998928434571487
HF	36788	9.694186047	0.0275	0.01	0.610639484342174	0.998961187870566
HF	36788	9.694186047	0.0275	0.01	0.611639484342174	0.998993020509761
HF	36788	9.694186047	0.0275	0.01	0.612639484342174	0.999023955714913
HF	36788	9.694186047	0.0275	0.01	0.613639484342174	0.999054016208814
HF	36788	9.694186047	0.0275	0.01	0.614639484342174	0.999083224219646
HF	36788	9.694186047	0.0275	0.01	0.615639484342174	0.999111601489355
HF	36788	9.694186047	0.0275	0.01	0.616639484342174	0.99913916928194
HF	36788	9.694186047	0.0275	0.01	0.617639484342174	0.999165948391677
HF	36788	9.694186047	0.0275	0.01	0.618639484342174	0.999191959151269
HF	36788	9.694186047	0.0275	0.01	0.619639484342174	0.999217221439909
HF	36788	9.694186047	0.0275	0.01	0.620639484342174	0.999241754691274
HF	36788	9.694186047	0.0275	0.01	0.621639484342174	0.999265577901434
HF	36788	9.694186047	0.0275	0.01	0.622639484342174	0.999288709636687
HF	36788	9.694186047	0.0275	0.01	0.623639484342174	0.999311168041303
HF	36788	9.694186047	0.0275	0.01	0.624639484342174	0.999332970845198
HF	36788	9.694186047	0.0275	0.01	0.625639484342174	0.999354135371512
HF	36788	9.694186047	0.0275	0.01	0.626639484342174	0.99937467854411
HF	36788	9.694186047	0.0275	0.01	0.627639484342174	0.999394616895004
HF	36788	9.694186047	0.0275	0.01	0.628639484342174	0.999413966571675
HF	36788	9.694186047	0.0275	0.01	0.629639484342174	0.999432743344323
HF	36788	9.694186047	0.0275	0.01	0.630639484342174	0.99945096261302
HF	36788	9.694186047	0.0275	0.01	0.631639484342174	0.99946863941479
HF	36788	9.694186047	0.0275	0.01	0.632639484342174	0.999485788430582
HF	36788	9.694186047	0.0275	0.01	0.633639484342174	0.999502423992174
HF	36788	9.694186047	0.0275	0.01	0.634639484342174	0.999518560088979
HF	36788	9.694186047	0.0275	0.01	0.635639484342174	0.999534210374764
HF	36788	9.694186047	0.0275	0.01	0.636639484342174	0.999549388174285
HF	36788	9.694186047	0.0275	0.01	0.637639484342174	0.999564106489825
HF	36788	9.694186047	0.0275	0.01	0.638639484342174	0.999578378007653
HF	36788	9.694186047	0.0275	0.01	0.639639484342174	0.999592215104391
HF	36788	9.694186047	0.0275	0.01	0.640639484342174	0.999605629853287
HF	36788	9.694186047	0.0275	0.01	0.641639484342174	0.999618634030407
HF	36788	9.694186047	0.0275	0.01	0.642639484342174	0.999631239120731
HF	36788	9.694186047	0.0275	0.01	0.643639484342174	0.999643456324173
HF	36788	9.694186047	0.0275	0.01	0.644639484342174	0.999655296561496
HF	36788	9.694186047	0.0275	0.01	0.645639484342174	0.999666770480152
HF	36788	9.694186047	0.0275	0.01	0.646639484342174	0.99967788846003
HF	36788	9.694186047	0.0275	0.01	0.647639484342174	0.999688660619112
HF	36788	9.694186047	0.0275	0.01	0.648639484342174	0.999699096819054
HF	36788	9.694186047	0.0275	0.01	0.649639484342174	0.999709206670665
HF	36788	9.694186047	0.0275	0.01	0.650639484342174	0.99971899953931
HF	36788	9.694186047	0.0275	0.01	0.651639484342174	0.999728484550224
HF	36788	9.694186047	0.0275	0.01	0.652639484342174	0.99973767059374
HF	36788	9.694186047	0.0275	0.01	0.653639484342174	0.999746566330434
HF	36788	9.694186047	0.0275	0.01	0.654639484342174	0.99975518019618
HF	36788	9.694186047	0.0275	0.01	0.655639484342174	0.999763520407129
HF	36788	9.694186047	0.0275	0.01	0.656639484342174	0.999771594964598
HF	36788	9.694186047	0.0275	0.01	0.657639484342174	0.999779411659878
HF	36788	9.694186047	0.0275	0.01	0.658639484342174	0.999786978078963
HF	36788	9.694186047	0.0275	0.01	0.659639484342174	0.999794301607189
HF	36788	9.694186047	0.0275	0.01	0.660639484342174	0.999801389433806
HF	36788	9.694186047	0.0275	0.01	0.661639484342174	0.999808248556452
HF	36788	9.694186047	0.0275	0.01	0.662639484342174	0.999814885785564
HF	36788	9.694186047	0.0275	0.01	0.663639484342174	0.999821307748698
HF	36788	9.694186047	0.0275	0.01	0.664639484342174	0.999827520894777
HF	36788	9.694186047	0.0275	0.01	0.665639484342174	0.99983353149826
HF	36788	9.694186047	0.0275	0.01	0.666639484342174	0.999839345663237
HF	36788	9.694186047	0.0275	0.01	0.667639484342174	0.999844969327439
HF	36788	9.694186047	0.0275	0.01	0.668639484342174	0.999850408266185
HF	36788	9.694186047	0.0275	0.01	0.669639484342174	0.999855668096247
HF	36788	9.694186047	0.0275	0.01	0.670639484342174	0.999860754279644
HF	36788	9.694186047	0.0275	0.01	0.671639484342174	0.999865672127362
HF	36788	9.694186047	0.0275	0.01	0.672639484342174	0.999870426803
HF	36788	9.694186047	0.0275	0.01	0.673639484342174	0.999875023326355
HF	36788	9.694186047	0.0275	0.01	0.674639484342174	0.999879466576923
HF	36788	9.694186047	0.0275	0.01	0.675639484342174	0.999883761297338
HF	36788	9.694186047	0.0275	0.01	0.676639484342174	0.999887912096745
HF	36788	9.694186047	0.0275	0.01	0.677639484342174	0.9998919234541
HF	36788	9.694186047	0.0275	0.01	0.678639484342174	0.999895799721405
HF	36788	9.694186047	0.0275	0.01	0.679639484342174	0.999899545126878
HF	36788	9.694186047	0.0275	0.01	0.680639484342174	0.999903163778056
HF	36788	9.694186047	0.0275	0.01	0.681639484342174	0.999906659664839
HF	36788	9.694186047	0.0275	0.01	0.682639484342174	0.999910036662463
HF	36788	9.694186047	0.0275	0.01	0.683639484342174	0.999913298534417
HF	36788	9.694186047	0.0275	0.01	0.684639484342174	0.999916448935297
HF	36788	9.694186047	0.0275	0.01	0.685639484342174	0.999919491413595
HF	36788	9.694186047	0.0275	0.01	0.686639484342174	0.999922429414438
HF	36788	9.694186047	0.0275	0.01	0.687639484342174	0.999925266282256
HF	36788	9.694186047	0.0275	0.01	0.688639484342174	0.999928005263404
HF	36788	9.694186047	0.0275	0.01	0.689639484342174	0.999930649508716
HF	36788	9.694186047	0.0275	0.01	0.690639484342174	0.999933202076013
HF	36788	9.694186047	0.0275	0.01	0.691639484342174	0.999935665932549
HF	36788	9.694186047	0.0275	0.01	0.692639484342174	0.999938043957406
HF	36788	9.694186047	0.0275	0.01	0.693639484342174	0.99994033894383
HF	36788	9.694186047	0.0275	0.01	0.694639484342174	0.999942553601525
HF	36788	9.694186047	0.0275	0.01	0.695639484342174	0.999944690558884
HF	36788	9.694186047	0.0275	0.01	0.696639484342174	0.999946752365176
HF	36788	9.694186047	0.0275	0.01	0.697639484342174	0.999948741492681
HF	36788	9.694186047	0.0275	0.01	0.698639484342174	0.999950660338775
HF	36788	9.694186047	0.0275	0.01	0.699639484342174	0.999952511227969
HF	36788	9.694186047	0.0275	0.01	0.700639484342174	0.999954296413899
HF	36788	9.694186047	0.0275	0.01	0.701639484342174	0.999956018081268
HF	36788	9.694186047	0.0275	0.01	0.702639484342174	0.999957678347746
HF	36788	9.694186047	0.0275	0.01	0.703639484342174	0.999959279265819
HF	36788	9.694186047	0.0275	0.01	0.704639484342174	0.999960822824605
HF	36788	9.694186047	0.0275	0.01	0.705639484342174	0.99996231095161
HF	36788	9.694186047	0.0275	0.01	0.706639484342174	0.999963745514459
HF	36788	9.694186047	0.0275	0.01	0.707639484342174	0.999965128322573
HF	36788	9.694186047	0.0275	0.01	0.708639484342174	0.99996646112881
HF	36788	9.694186047	0.0275	0.01	0.709639484342174	0.999967745631067
HF	36788	9.694186047	0.0275	0.01	0.710639484342174	0.999968983473836
HF	36788	9.694186047	0.0275	0.01	0.711639484342174	0.999970176249734
HF	36788	9.694186047	0.0275	0.01	0.712639484342174	0.999971325500979
HF	36788	9.694186047	0.0275	0.01	0.713639484342174	0.999972432720844
HF	36788	9.694186047	0.0275	0.01	0.714639484342174	0.999973499355064
HF	36788	9.694186047	0.0275	0.01	0.715639484342174	0.999974526803214
HF	36788	9.694186047	0.0275	0.01	0.716639484342174	0.999975516420046
HF	36788	9.694186047	0.0275	0.01	0.717639484342174	0.9999764695168
HF	36788	9.694186047	0.0275	0.01	0.718639484342174	0.999977387362473
HF	36788	9.694186047	0.0275	0.01	0.719639484342174	0.999978271185063
HF	36788	9.694186047	0.0275	0.01	0.720639484342174	0.999979122172773
HF	36788	9.694186047	0.0275	0.01	0.721639484342174	0.999979941475189
HF	36788	9.694186047	0.0275	0.01	0.722639484342174	0.999980730204429
HF	36788	9.694186047	0.0275	0.01	0.723639484342174	0.999981489436255
HF	36788	9.694186047	0.0275	0.01	0.724639484342174	0.999982220211162
HF	36788	9.694186047	0.0275	0.01	0.725639484342174	0.999982923535434
HF	36788	9.694186047	0.0275	0.01	0.726639484342174	0.999983600382174
HF	36788	9.694186047	0.0275	0.01	0.727639484342174	0.999984251692309
HF	36788	9.694186047	0.0275	0.01	0.728639484342174	0.999984878375561
HF	36788	9.694186047	0.0275	0.01	0.729639484342174	0.999985481311398
HF	36788	9.694186047	0.0275	0.01	0.730639484342174	0.999986061349959
HF	36788	9.694186047	0.0275	0.01	0.731639484342174	0.999986619312947
HF	36788	9.694186047	0.0275	0.01	0.732639484342174	0.999987155994508
HF	36788	9.694186047	0.0275	0.01	0.733639484342174	0.999987672162079
HF	36788	9.694186047	0.0275	0.01	0.734639484342174	0.999988168557211
HF	36788	9.694186047	0.0275	0.01	0.735639484342174	0.999988645896378
HF	36788	9.694186047	0.0275	0.01	0.736639484342174	0.999989104871752
HF	36788	9.694186047	0.0275	0.01	0.737639484342174	0.999989546151967
HF	36788	9.694186047	0.0275	0.01	0.738639484342174	0.999989970382855
HF	36788	9.694186047	0.0275	0.01	0.739639484342174	0.999990378188163
HF	36788	9.694186047	0.0275	0.01	0.740639484342174	0.999990770170248
HF	36788	9.694186047	0.0275	0.01	0.741639484342174	0.999991146910758
HF	36788	9.694186047	0.0275	0.01	0.742639484342174	0.999991508971288
HF	36788	9.694186047	0.0275	0.01	0.743639484342174	0.999991856894016
HF	36788	9.694186047	0.0275	0.01	0.744639484342174	0.99999219120233
HF	36788	9.694186047	0.0275	0.01	0.745639484342174	0.999992512401423
HF	36788	9.694186047	0.0275	0.01	0.746639484342174	0.999992820978884
HF	36788	9.694186047	0.0275	0.01	0.747639484342174	0.999993117405265
HF	36788	9.694186047	0.0275	0.01	0.748639484342174	0.99999340213463
HF	36788	9.694186047	0.0275	0.01	0.749639484342174	0.999993675605091
HF	36788	9.694186047	0.0275	0.01	0.750639484342174	0.999993938239332
HF	36788	9.694186047	0.0275	0.01	0.751639484342174	0.999994190445106
HF	36788	9.694186047	0.0275	0.01	0.752639484342174	0.999994432615732
HF	36788	9.694186047	0.0275	0.01	0.753639484342174	0.999994665130564
HF	36788	9.694186047	0.0275	0.01	0.754639484342174	0.999994888355452
HF	36788	9.694186047	0.0275	0.01	0.755639484342174	0.999995102643192
HF	36788	9.694186047	0.0275	0.01	0.756639484342174	0.999995308333957
HF	36788	9.694186047	0.0275	0.01	0.757639484342174	0.999995505755718
HF	36788	9.694186047	0.0275	0.01	0.758639484342174	0.99999569522465
HF	36788	9.694186047	0.0275	0.01	0.759639484342174	0.999995877045527
HF	36788	9.694186047	0.0275	0.01	0.760639484342174	0.999996051512106
HF	36788	9.694186047	0.0275	0.01	0.761639484342174	0.999996218907501
HF	36788	9.694186047	0.0275	0.01	0.762639484342174	0.999996379504536
HF	36788	9.694186047	0.0275	0.01	0.763639484342174	0.999996533566097
HF	36788	9.694186047	0.0275	0.01	0.764639484342174	0.999996681345472
HF	36788	9.694186047	0.0275	0.01	0.765639484342174	0.999996823086675
HF	36788	9.694186047	0.0275	0.01	0.766639484342174	0.999996959024764
HF	36788	9.694186047	0.0275	0.01	0.767639484342174	0.999997089386149
HF	36788	9.694186047	0.0275	0.01	0.768639484342174	0.999997214388887
HF	36788	9.694186047	0.0275	0.01	0.769639484342174	0.999997334242974
HF	36788	9.694186047	0.0275	0.01	0.770639484342174	0.999997449150619
HF	36788	9.694186047	0.0275	0.01	0.771639484342174	0.999997559306518
HF	36788	9.694186047	0.0275	0.01	0.772639484342174	0.999997664898114
HF	36788	9.694186047	0.0275	0.01	0.773639484342174	0.999997766105848
HF	36788	9.694186047	0.0275	0.01	0.774639484342174	0.999997863103409
HF	36788	9.694186047	0.0275	0.01	0.775639484342174	0.999997956057964
HF	36788	9.694186047	0.0275	0.01	0.776639484342174	0.999998045130394
HF	36788	9.694186047	0.0275	0.01	0.777639484342174	0.999998130475513
HF	36788	9.694186047	0.0275	0.01	0.778639484342174	0.999998212242279
HF	36788	9.694186047	0.0275	0.01	0.779639484342174	0.999998290574009
HF	36788	9.694186047	0.0275	0.01	0.780639484342174	0.999998365608576
HF	36788	9.694186047	0.0275	0.01	0.781639484342174	0.999998437478599
HF	36788	9.694186047	0.0275	0.01	0.782639484342174	0.999998506311641
HF	36788	9.694186047	0.0275	0.01	0.783639484342174	0.999998572230379
HF	36788	9.694186047	0.0275	0.01	0.784639484342174	0.999998635352789
HF	36788	9.694186047	0.0275	0.01	0.785639484342174	0.99999869579231
HF	36788	9.694186047	0.0275	0.01	0.786639484342174	0.999998753658011
HF	36788	9.694186047	0.0275	0.01	0.787639484342174	0.999998809054747
HF	36788	9.694186047	0.0275	0.01	0.788639484342174	0.999998862083315
HF	36788	9.694186047	0.0275	0.01	0.789639484342174	0.999998912840598
HF	36788	9.694186047	0.0275	0.01	0.790639484342174	0.999998961419713
HF	36788	9.694186047	0.0275	0.01	0.791639484342174	0.999999007910146
HF	36788	9.694186047	0.0275	0.01	0.792639484342174	0.999999052397886
HF	36788	9.694186047	0.0275	0.01	0.793639484342174	0.999999094965553
HF	36788	9.694186047	0.0275	0.01	0.794639484342174	0.999999135692523
HF	36788	9.694186047	0.0275	0.01	0.795639484342174	0.999999174655052
HF	36788	9.694186047	0.0275	0.01	0.796639484342174	0.999999211926383
HF	36788	9.694186047	0.0275	0.01	0.797639484342174	0.999999247576868
HF	36788	9.694186047	0.0275	0.01	0.798639484342174	0.99999928167407
HF	36788	9.694186047	0.0275	0.01	0.799639484342174	0.999999314282868
HF	36788	9.694186047	0.0275	0.01	0.800639484342174	0.99999934546556
HF	36788	9.694186047	0.0275	0.01	0.801639484342174	0.999999375281957
HF	36788	9.694186047	0.0275	0.01	0.802639484342174	0.999999403789481
HF	36788	9.694186047	0.0275	0.01	0.803639484342174	0.99999943104325
HF	36788	9.694186047	0.0275	0.01	0.804639484342174	0.999999457096171
HF	36788	9.694186047	0.0275	0.01	0.805639484342174	0.999999481999019
HF	36788	9.694186047	0.0275	0.01	0.806639484342174	0.999999505800522
HF	36788	9.694186047	0.0275	0.01	0.807639484342174	0.999999528547436
HF	36788	9.694186047	0.0275	0.01	0.808639484342174	0.999999550284624
HF	36788	9.694186047	0.0275	0.01	0.809639484342174	0.999999571055125
HF	36788	9.694186047	0.0275	0.01	0.810639484342174	0.999999590900229
HF	36788	9.694186047	0.0275	0.01	0.811639484342174	0.999999609859539
HF	36788	9.694186047	0.0275	0.01	0.812639484342174	0.999999627971039
HF	36788	9.694186047	0.0275	0.01	0.813639484342174	0.999999645271158
HF	36788	9.694186047	0.0275	0.01	0.814639484342174	0.999999661794828
HF	36788	9.694186047	0.0275	0.01	0.815639484342174	0.999999677575543
HF	36788	9.694186047	0.0275	0.01	0.816639484342174	0.999999692645416
HF	36788	9.694186047	0.0275	0.01	0.817639484342174	0.999999707035234
HF	36788	9.694186047	0.0275	0.01	0.818639484342174	0.999999720774507
HF	36788	9.694186047	0.0275	0.01	0.819639484342174	0.999999733891521
HF	36788	9.694186047	0.0275	0.01	0.820639484342174	0.999999746413383
HF	36788	9.694186047	0.0275	0.01	0.821639484342174	0.999999758366073
HF	36788	9.694186047	0.0275	0.01	0.822639484342174	0.999999769774483
HF	36788	9.694186047	0.0275	0.01	0.823639484342174	0.999999780662465
HF	36788	9.694186047	0.0275	0.01	0.824639484342174	0.999999791052867
HF	36788	9.694186047	0.0275	0.01	0.825639484342174	0.999999800967579
HF	36788	9.694186047	0.0275	0.01	0.826639484342174	0.999999810427568
HF	36788	9.694186047	0.0275	0.01	0.827639484342174	0.999999819452915
HF	36788	9.694186047	0.0275	0.01	0.828639484342174	0.999999828062851
HF	36788	9.694186047	0.0275	0.01	0.829639484342174	0.999999836275792
HF	36788	9.694186047	0.0275	0.01	0.830639484342174	0.999999844109371
HF	36788	9.694186047	0.0275	0.01	0.831639484342174	0.999999851580471
HF	36788	9.694186047	0.0275	0.01	0.832639484342174	0.999999858705254
HF	36788	9.694186047	0.0275	0.01	0.833639484342174	0.999999865499189
HF	36788	9.694186047	0.0275	0.01	0.834639484342174	0.999999871977086
HF	36788	9.694186047	0.0275	0.01	0.835639484342174	0.999999878153115
HF	36788	9.694186047	0.0275	0.01	0.836639484342174	0.999999884040838
HF	36788	9.694186047	0.0275	0.01	0.837639484342174	0.999999889653234
HF	36788	9.694186047	0.0275	0.01	0.838639484342174	0.999999895002717
HF	36788	9.694186047	0.0275	0.01	0.839639484342174	0.999999900101168
HF	36788	9.694186047	0.0275	0.01	0.840639484342174	0.999999904959949
HF	36788	9.694186047	0.0275	0.01	0.841639484342174	0.999999909589931
HF	36788	9.694186047	0.0275	0.01	0.842639484342174	0.999999914001507
HF	36788	9.694186047	0.0275	0.01	0.843639484342174	0.999999918204622
HF	36788	9.694186047	0.0275	0.01	0.844639484342174	0.999999922208782
HF	36788	9.694186047	0.0275	0.01	0.845639484342174	0.999999926023077
HF	36788	9.694186047	0.0275	0.01	0.846639484342174	0.999999929656199
HF	36788	9.694186047	0.0275	0.01	0.847639484342174	0.999999933116457
HF	36788	9.694186047	0.0275	0.01	0.848639484342174	0.999999936411792
HF	36788	9.694186047	0.0275	0.01	0.849639484342174	0.999999939549796
HF	36788	9.694186047	0.0275	0.01	0.850639484342174	0.999999942537725
HF	36788	9.694186047	0.0275	0.01	0.851639484342174	0.999999945382511
HF	36788	9.694186047	0.0275	0.01	0.852639484342174	0.999999948090781
HF	36788	9.694186047	0.0275	0.01	0.853639484342174	0.999999950668864
HF	36788	9.694186047	0.0275	0.01	0.854639484342174	0.999999953122807
HF	36788	9.694186047	0.0275	0.01	0.855639484342174	0.999999955458389
HF	36788	9.694186047	0.0275	0.01	0.856639484342174	0.999999957681127
HF	36788	9.694186047	0.0275	0.01	0.857639484342174	0.999999959796293
HF	36788	9.694186047	0.0275	0.01	0.858639484342174	0.999999961808919
HF	36788	9.694186047	0.0275	0.01	0.859639484342174	0.999999963723812
HF	36788	9.694186047	0.0275	0.01	0.860639484342174	0.999999965545562
HF	36788	9.694186047	0.0275	0.01	0.861639484342174	0.999999967278552
HF	36788	9.694186047	0.0275	0.01	0.862639484342174	0.999999968926963
HF	36788	9.694186047	0.0275	0.01	0.863639484342174	0.999999970494791
HF	36788	9.694186047	0.0275	0.01	0.864639484342174	0.999999971985845
HF	36788	9.694186047	0.0275	0.01	0.865639484342174	0.999999973403765
HF	36788	9.694186047	0.0275	0.01	0.866639484342174	0.999999974752021
HF	36788	9.694186047	0.0275	0.01	0.867639484342174	0.999999976033927
HF	36788	9.694186047	0.0275	0.01	0.868639484342174	0.999999977252642
HF	36788	9.694186047	0.0275	0.01	0.869639484342174	0.999999978411183
HF	36788	9.694186047	0.0275	0.01	0.870639484342174	0.999999979512427
HF	36788	9.694186047	0.0275	0.01	0.871639484342174	0.999999980559116
HF	36788	9.694186047	0.0275	0.01	0.872639484342174	0.999999981553869
HF	36788	9.694186047	0.0275	0.01	0.873639484342174	0.999999982499182
HF	36788	9.694186047	0.0275	0.01	0.874639484342174	0.999999983397434
HF	36788	9.694186047	0.0275	0.01	0.875639484342174	0.999999984250895
HF	36788	9.694186047	0.0275	0.01	0.876639484342174	0.99999998506173
HF	36788	9.694186047	0.0275	0.01	0.877639484342174	0.999999985832001
HF	36788	9.694186047	0.0275	0.01	0.878639484342174	0.999999986563675
HF	36788	9.694186047	0.0275	0.01	0.879639484342174	0.999999987258625
HF	36788	9.694186047	0.0275	0.01	0.880639484342174	0.99999998791864
HF	36788	9.694186047	0.0275	0.01	0.881639484342174	0.999999988545421
HF	36788	9.694186047	0.0275	0.01	0.882639484342174	0.99999998914059
HF	36788	9.694186047	0.0275	0.01	0.883639484342174	0.999999989705694
HF	36788	9.694186047	0.0275	0.01	0.884639484342174	0.999999990242205
HF	36788	9.694186047	0.0275	0.01	0.885639484342174	0.999999990751527
HF	36788	9.694186047	0.0275	0.01	0.886639484342174	0.999999991234995
HF	36788	9.694186047	0.0275	0.01	0.887639484342174	0.999999991693883
HF	36788	9.694186047	0.0275	0.01	0.888639484342174	0.999999992129403
HF	36788	9.694186047	0.0275	0.01	0.889639484342174	0.99999999254271
HF	36788	9.694186047	0.0275	0.01	0.890639484342174	0.999999992934902
HF	36788	9.694186047	0.0275	0.01	0.891639484342174	0.999999993307028
HF	36788	9.694186047	0.0275	0.01	0.892639484342174	0.999999993660082
HF	36788	9.694186047	0.0275	0.01	0.893639484342174	0.999999993995014
HF	36788	9.694186047	0.0275	0.01	0.894639484342174	0.999999994312728
HF	36788	9.694186047	0.0275	0.01	0.895639484342174	0.999999994614081
HF	36788	9.694186047	0.0275	0.01	0.896639484342174	0.999999994899892
HF	36788	9.694186047	0.0275	0.01	0.897639484342174	0.99999999517094
HF	36788	9.694186047	0.0275	0.01	0.898639484342174	0.999999995427964
HF	36788	9.694186047	0.0275	0.01	0.899639484342174	0.999999995671671
HF	36788	9.694186047	0.0275	0.01	0.900639484342174	0.999999995902729
HF	36788	9.694186047	0.0275	0.01	0.901639484342174	0.999999996121776
HF	36788	9.694186047	0.0275	0.01	0.902639484342174	0.99999999632942
HF	36788	9.694186047	0.0275	0.01	0.903639484342174	0.999999996526237
HF	36788	9.694186047	0.0275	0.01	0.904639484342174	0.999999996712775
HF	36788	9.694186047	0.0275	0.01	0.905639484342174	0.999999996889555
HF	36788	9.694186047	0.0275	0.01	0.906639484342174	0.999999997057075
HF	36788	9.694186047	0.0275	0.01	0.907639484342174	0.999999997215806
HF	36788	9.694186047	0.0275	0.01	0.908639484342174	0.999999997366195
HF	36788	9.694186047	0.0275	0.01	0.909639484342174	0.99999999750867
HF	36788	9.694186047	0.0275	0.01	0.910639484342174	0.999999997643634
HF	36788	9.694186047	0.0275	0.01	0.911639484342174	0.999999997771473
HF	36788	9.694186047	0.0275	0.01	0.912639484342174	0.999999997892553
HF	36788	9.694186047	0.0275	0.01	0.913639484342174	0.999999998007221
HF	36788	9.694186047	0.0275	0.01	0.914639484342174	0.999999998115807
HF	36788	9.694186047	0.0275	0.01	0.915639484342174	0.999999998218625
HF	36788	9.694186047	0.0275	0.01	0.916639484342174	0.999999998315974
HF	36788	9.694186047	0.0275	0.01	0.917639484342174	0.999999998408136
HF	36788	9.694186047	0.0275	0.01	0.918639484342174	0.99999999849538
HF	36788	9.694186047	0.0275	0.01	0.919639484342174	0.999999998577961
HF	36788	9.694186047	0.0275	0.01	0.920639484342174	0.999999998656122
HF	36788	9.694186047	0.0275	0.01	0.921639484342174	0.999999998730094
HF	36788	9.694186047	0.0275	0.01	0.922639484342174	0.999999998800094
HF	36788	9.694186047	0.0275	0.01	0.923639484342174	0.999999998866331
HF	36788	9.694186047	0.0275	0.01	0.924639484342174	0.999999998929001
HF	36788	9.694186047	0.0275	0.01	0.925639484342174	0.999999998988291
HF	36788	9.694186047	0.0275	0.01	0.926639484342174	0.999999999044379
HF	36788	9.694186047	0.0275	0.01	0.927639484342174	0.999999999097432
HF	36788	9.694186047	0.0275	0.01	0.928639484342174	0.999999999147612
HF	36788	9.694186047	0.0275	0.01	0.929639484342174	0.99999999919507
HF	36788	9.694186047	0.0275	0.01	0.930639484342174	0.999999999239948
HF	36788	9.694186047	0.0275	0.01	0.931639484342174	0.999999999282385
HF	36788	9.694186047	0.0275	0.01	0.932639484342174	0.999999999322509
HF	36788	9.694186047	0.0275	0.01	0.933639484342174	0.999999999360443
HF	36788	9.694186047	0.0275	0.01	0.934639484342174	0.999999999396304
HF	36788	9.694186047	0.0275	0.01	0.935639484342174	0.999999999430201
HF	36788	9.694186047	0.0275	0.01	0.936639484342174	0.999999999462241
HF	36788	9.694186047	0.0275	0.01	0.937639484342174	0.999999999492521
HF	36788	9.694186047	0.0275	0.01	0.938639484342174	0.999999999521136
HF	36788	9.694186047	0.0275	0.01	0.939639484342174	0.999999999548176
HF	36788	9.694186047	0.0275	0.01	0.940639484342174	0.999999999573724
HF	36788	9.694186047	0.0275	0.01	0.941639484342174	0.999999999597862
HF	36788	9.694186047	0.0275	0.01	0.942639484342174	0.999999999620665
HF	36788	9.694186047	0.0275	0.01	0.943639484342174	0.999999999642204
HF	36788	9.694186047	0.0275	0.01	0.944639484342174	0.999999999662549
HF	36788	9.694186047	0.0275	0.01	0.945639484342174	0.999999999681764
HF	36788	9.694186047	0.0275	0.01	0.946639484342174	0.999999999699909
HF	36788	9.694186047	0.0275	0.01	0.947639484342174	0.999999999717044
HF	36788	9.694186047	0.0275	0.01	0.948639484342174	0.999999999733223
HF	36788	9.694186047	0.0275	0.01	0.949639484342174	0.999999999748497
HF	36788	9.694186047	0.0275	0.01	0.950639484342174	0.999999999762918
HF	36788	9.694186047	0.0275	0.01	0.951639484342174	0.999999999776529
HF	36788	9.694186047	0.0275	0.01	0.952639484342174	0.999999999789378
HF	36788	9.694186047	0.0275	0.01	0.953639484342174	0.999999999801504
