Disease	N	Case/Control Ratio	r^2	P threshold	EffectSize	Power
CHD	149804	2.478313365	0.0275	0.01	1.05163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.05263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.05363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.05463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.05563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.05663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.05763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.05863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.05963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.06063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.06163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.06263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.06363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.06463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.06563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.06663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.06763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.06863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.06963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.07063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.07163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.07263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.07363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.07463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.07563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.07663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.07763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.07863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.07963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.08063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.08163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.08263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.08363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.08463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.08563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.08663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.08763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.08863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.08963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.09063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.09163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.09263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.09363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.09463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.09563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.09663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.09763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.09863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.09963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.10063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.10163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.10263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.10363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.10463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.10563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.10663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.10763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.10863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.10963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.11063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.11163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.11263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.11363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.11463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.11563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.11663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.11763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.11863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.11963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.12063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.12163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.12263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.12363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.12463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.12563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.12663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.12763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.12863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.12963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.13063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.13163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.13263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.13363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.13463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.13563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.13663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.13763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.13863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.13963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.14063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.14163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.14263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.14363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.14463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.14563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.14663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.14763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.14863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.14963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.15063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.15163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.15263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.15363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.15463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.15563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.15663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.15763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.15863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.15963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.16063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.16163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.16263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.16363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.16463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.16563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.16663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.16763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.16863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.16963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.17063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.17163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.17263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.17363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.17463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.17563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.17663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.17763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.17863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.17963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.18063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.18163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.18263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.18363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.18463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.18563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.18663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.18763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.18863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.18963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.19063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.19163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.19263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.19363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.19463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.19563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.19663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.19763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.19863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.19963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.20063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.20163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.20263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.20363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.20463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.20563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.20663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.20763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.20863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.20963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.21063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.21163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.21263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.21363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.21463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.21563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.21663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.21763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.21863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.21963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.22063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.22163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.22263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.22363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.22463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.22563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.22663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.22763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.22863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.22963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.23063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.23163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.23263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.23363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.23463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.23563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.23663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.23763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.23863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.23963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.24063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.24163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.24263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.24363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.24463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.24563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.24663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.24763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.24863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.24963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.25063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.25163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.25263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.25363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.25463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.25563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.25663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.25763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.25863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.25963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.26063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.26163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.26263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.26363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.26463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.26563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.26663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.26763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.26863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.26963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.27063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.27163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.27263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.27363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.27463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.27563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.27663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.27763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.27863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.27963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.28063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.28163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.28263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.28363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.28463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.28563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.28663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.28763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.28863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.28963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.29063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.29163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.29263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.29363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.29463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.29563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.29663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.29763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.29863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.29963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.30063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.30163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.30263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.30363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.30463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.30563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.30663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.30763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.30863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.30963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.31063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.31163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.31263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.31363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.31463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.31563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.31663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.31763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.31863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.31963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.32063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.32163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.32263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.32363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.32463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.32563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.32663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.32763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.32863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.32963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.33063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.33163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.33263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.33363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.33463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.33563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.33663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.33763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.33863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.33963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.34063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.34163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.34263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.34363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.34463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.34563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.34663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.34763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.34863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.34963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.35063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.35163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.35263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.35363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.35463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.35563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.35663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.35763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.35863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.35963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.36063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.36163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.36263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.36363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.36463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.36563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.36663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.36763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.36863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.36963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.37063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.37163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.37263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.37363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.37463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.37563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.37663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.37763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.37863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.37963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.38063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.38163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.38263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.38363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.38463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.38563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.38663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.38763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.38863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.38963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.39063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.39163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.39263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.39363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.39463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.39563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.39663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.39763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.39863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.39963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.40063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.40163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.40263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.40363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.40463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.40563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.40663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.40763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.40863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.40963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.41063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.41163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.41263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.41363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.41463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.41563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.41663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.41763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.41863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.41963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.42063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.42163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.42263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.42363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.42463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.42563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.42663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.42763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.42863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.42963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.43063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.43163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.43263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.43363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.43463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.43563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.43663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.43763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.43863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.43963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.44063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.44163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.44263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.44363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.44463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.44563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.44663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.44763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.44863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.44963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.45063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.45163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.45263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.45363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.45463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.45563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.45663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.45763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.45863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.45963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.46063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.46163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.46263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.46363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.46463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.46563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.46663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.46763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.46863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.46963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.47063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.47163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.47263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.47363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.47463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.47563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.47663948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.47763948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.47863948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.47963948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.48063948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.48163948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.48263948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.48363948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.48463948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.48563948434217	1
CHD	149804	2.478313365	0.0275	0.01	1.48663948434217	1
